id,title,company_name,city,city_geocode,department,skill
0967005,Senior Data Scientist - Downstream Demand Forecast - Value Chain (f/m/d) (H/F),,Villeneuve-D'Ascq,"Villeneuve-D'Ascq, 59, France",59,gcp
0985074,Data engineer et cheffe/Chef de projet Data (H/F),,Barberaz,"Barberaz, 73, France",73,gcp
0987261,Lead Data Engineer GCP (F/H) - MASSY (H/F),,Massy,"Massy, 91, France",91,gcp
0993936,Data Analyst - Inventory Management - Value Chain (f/m/d) (H/F),,Villeneuve-D'Ascq,"Villeneuve-D'Ascq, 59, France",59,gcp
0993948,Data Analyst - Inventory Management - Value Chain (f/m/d) (H/F),,Paris,"Paris, 75, France",75,gcp
1002480,Lead Data driven Manufacturing F/H h/f,,Paris,"Paris, 75, France",75,gcp
203WVFC,Data engineer F/H (H/F),XPEHO,Lille,"Lille, 59, France",59,gcp
204QDGQ,Expert DATA (H/F),LECASUD,Le Luc,"Le Luc, 83, France",83,gcp
204ZNWX,Développeur / Développeuse full-stack (H/F),ABRAXIO,Lyon 03,"Lyon 03, 69, France",69,gcp
205LZLG,Développeur Big Data (H/F),CMRD CONSEIL,Paris,"Paris, 75, France",75,gcp
205NCKH,Développeur(se) informatique (H/F),RSOFT REUNION,St Louis,"St Louis, 974, France",974,gcp
205QMVD,Tech Lead Full Stack Expérimenté (H/F),EXPERIM,Wasquehal,"Wasquehal, 59, France",59,gcp
205RFJZ,Senior Data engineer (H/F),DEVOTEAM GROUP,Lille,"Lille, 59, France",59,gcp
205ZFLT,Ingénieur IA (H/F),LACOUR CONCEPT,St Doulchard,"St Doulchard, 18, France",18,gcp
205ZZYD,Concepteur Développeur Mobile confirmé (H/F),,Courbevoie,"Courbevoie, 92, France",92,gcp
206CVRQ,Data engineer - Lyon (69) (H/F),EPSYL,Lyon 01,"Lyon 01, 69, France",69,gcp
206HGSQ,Data Engineer / Data Scientist (H/F),ADHOC CONSULT,Paris 14,"Paris 14, 75, France",75,gcp
5107252,Data manager (H/F),,Paris,"Paris, 75, France",75,gcp
5172306,Data Engineer GCP BigQuery F/H (H/F),,Paris,"Paris, 75, France",75,gcp
7770601,Consultant Senior MLOPS Engineer h/f,,Paris,"Paris, 75, France",75,gcp
8208256,Data Engineer DataIku - Services Financiers - Ile-de-France (H/F),,Paris,"Paris, 75, France",75,gcp
8536253,Consultant business intelligence (H/F),,Hauts-De-Seine,"Hauts-De-Seine, 92, France",92,gcp
8788815,Consultant Analytics & IA Transverse DCoE - France (H/F),,Nanterre,"Nanterre, 92, France",92,gcp
9034775,Développeur Data Connectivité experimenté (H/F),GROUPE ATLANTIC SYNERGY - Société en Nom Collectif,Roche-Sur-Yon,"Roche-Sur-Yon, 85, France",85,gcp
9072633,BI-Data Team Lead (M/F) (H/F),,,,No,gcp
9183908,Data Engineer (H/F),Link Consulting,Castelnaudary,"Castelnaudary, 11, France",11,gcp
9296145,Ingénieur Data Cloud (F/H),GIO Recrutement Biarritz,Rouen,"Rouen, 76, France",76,gcp
9296152,Data Engineer spécialisé Machine Learning (F/H),GIO Recrutement Biarritz,Rouen,"Rouen, 76, France",76,gcp
9296555,Data Engineer (H/F),GIO Recrutement Biarritz,Rouen,"Rouen, 76, France",76,gcp
9458129,Data manager (H/F),,Paris,"Paris, 75, France",75,gcp
9771599,Développeur Full Stack Senior JavaScript / TypeScript (React / NestJS) (H/F),Externatic,Nantes,"Nantes, 44, France",44,gcp
9801812,Data manager (H/F),,Paris,"Paris, 75, France",75,gcp
9848533,Intégrateur de données (H/F),,Bordeaux,"Bordeaux, 33, France",33,gcp
9962413,INGENIEUR DATA BI EXPERIMENTE (H/F),,Paris 1Er Arrondissement,"Paris 1Er Arrondissement, 75, France",75,gcp
0311834,AI Engineer (H/F),,,,No,genai
0438104,"Data Scientist / Machine Learning Engineer F/H - Système, réseaux, données (H/F)",FAB GROUP,Pau,"Pau, 64, France",64,genai
0629284,Ingénieur(e) DevOps - Défense & Sécurité - Bordeaux (H/F),,Bordeaux,"Bordeaux, 33, France",33,genai
0687947,Référent IA & Advanced Analytics – Performance & Transformation Programmes H/F,,Blagnac,"Blagnac, 31, France",31,genai
0697102,Ingénieur(e) DevOps - Défense & Sécurité - Bordeaux (H/F),,Bordeaux,"Bordeaux, 33, France",33,genai
0722937,Ingénieur FullStack Data GenAI (H/F) h/f,,,,No,genai
0724861,"Data Scientists, IA Engineer, Pilote IA (H/F)",,Saint-Denis,"Saint-Denis, 93, France",93,genai
0725613,"Data Scientists, IA Engineer, Pilote IA (H/F)",,Saint-Denis,"Saint-Denis, 93, France",93,genai
0788013,Ingénieur développeur Big Data (H/F),,Saint-Denis,"Saint-Denis, 93, France",93,genai
205RFJZ,Senior Data engineer (H/F),DEVOTEAM GROUP,Lille,"Lille, 59, France",59,genai
206CXZT,Scientifique des données (H/F),SCHAEFFLER FRANCE,Toulouse,"Toulouse, 31, France",31,genai
9771672,Ingénieur IA & agents autonomes / Industry 4.0 F/H,Externatic,Rennes,"Rennes, 35, France",35,genai
9972380,Data & IA Engineer en alternance H/F,,Nantes,"Nantes, 44, France",44,genai
0008007,Développeur C# ASP.Net F/H - Informatique de gestion (H/F),Hays France,Aix-En-Provence,"Aix-En-Provence, 13, France",13,git
0011953,Développeur web (H/F),,Agen,"Agen, 47, France",47,git
0022556,Ingénieur de développement Fullstack (H/F),,Noisy-Le-Grand,"Noisy-Le-Grand, 93, France",93,git
0023174,Ingénieur de développement JAVA (H/F),,Vélizy-Villacoublay,"Vélizy-Villacoublay, 78, France",78,git
0025521,Développeur d'application net (H/F),,Beynost,"Beynost, 01, France",01,git
0037769,Alternance Développeur Full Stack - Roissy-en-France (H/F),,Roissy-En-France,"Roissy-En-France, 95, France",95,git
0063975,Développeur Informatique Delphi C# H/F,Manpower,Millery,"Millery, 69, France",69,git
0065849,Développeur·se .NET Agile React.JS / C# h/f,,Paris,"Paris, 75, France",75,git
0081782,Data scientist (H/F),,Villeneuve-D'Ascq,"Villeneuve-D'Ascq, 59, France",59,git
0082991,Data manager (H/F),,Paris,"Paris, 75, France",75,git
0087912,Architecte Java (H/F),,Lyon,"Lyon, 69, France",69,git
0089754,Lead Developpeur SIG (ESRI ou OpenSource) F/H,,Paris,"Paris, 75, France",75,git
0097629,CBA Informatique Libérale - Développeur / Développeuse web (H/F),,Avignon,"Avignon, 84, France",84,git
0099110,Ingénieur Digital - Alternance H/F,,Flamanville,"Flamanville, 50, France",50,git
0102348,Alternant développeur IT H/F,,Poiré-Sur-Vie,"Poiré-Sur-Vie, 85, France",85,git
0102828,Développeur mobile (H/F),,Tarn-Et-Garonne,"Tarn-Et-Garonne, 82, France",82,git
0103727,Alternance - administrateur base de données devops F/H (H/F),,Lyon,"Lyon, 69, France",69,git
0109653,Développeur Full Stack PHP / Symfony - CDI - Aix-en-Provence (H/F),,Aix-En-Provence,"Aix-En-Provence, 13, France",13,git
0110213,Analytics Engineer - Supply & Material Planning (f/m/d) (H/F),,Villeneuve-D'Ascq,"Villeneuve-D'Ascq, 59, France",59,git
0128881,Ingénieur(e) Développements .NET FULL STACK (H/F),,Paris 1Er Arrondissement,"Paris 1Er Arrondissement, 75, France",75,git
0129194,Développeur C# confirmé (H/F),,Aix-En-Provence,"Aix-En-Provence, 13, France",13,git
0129216,Alternance Developpeur Python - Neuilly-sur-Seine (H/F),,Neuilly-Sur-Seine,"Neuilly-Sur-Seine, 92, France",92,git
0129219,Alternance Data Analyst IA - Neuilly-sur-Seine (H/F),,Neuilly-Sur-Seine,"Neuilly-Sur-Seine, 92, France",92,git
0129312,Alternance Data Analyst - Croix (H/F),,Croix,"Croix, 59, France",59,git
0129317,Alternance Data Analyst - Paris (H/F),,Paris,"Paris, 75, France",75,git
0129319,Alternance Data Scientist/ IA Engineer - Paris (H/F),,Paris,"Paris, 75, France",75,git
0129329,Alternance Ingénieur développement full stack - Paris (H/F),,Paris,"Paris, 75, France",75,git
0151706,Développeur informatique F/H - BREGER ORGANISATION SERVICES,BREGER ORGANISATION SERVICES,Ahuillé,"Ahuillé, 53, France",53,git
0151759,Tech Lead F/H - Kereis,,Rennes,"Rennes, 35, France",35,git
0158392,Ingénieur d'étude base de données (H/F),Université Claude Bernard Lyon 1,Villeurbanne,"Villeurbanne, 69, France",69,git
0184686,Senior Lead developer (H/F/X),E.T.A.I.,Gentilly,"Gentilly, 94, France",94,git
0189220,"Data Analyst F/H - Système, réseaux, données (H/F)",Réseau Primever France,Agen,"Agen, 47, France",47,git
0194127,Développeur .NET Micro-services Sénior (H/F),,Lyon 1Er Arrondissement,"Lyon 1Er Arrondissement, 69, France",69,git
0194400,Architecte Cloud Azure  (H/F/NB),,Puteaux,"Puteaux, 92, France",92,git
0194883,Développeur Big Data (H/F),,Bruz,"Bruz, 35, France",35,git
0194944,Développeur / Développeuse web (H/F),,Meudon,"Meudon, 92, France",92,git
0195124,Développeur / Développeuse web (H/F),,Lésigny,"Lésigny, 77, France",77,git
0196804,Développeur Big Data (H/F),,Rhône,"Rhône, 69, France",69,git
0196938,Data manager (H/F),,Lille,"Lille, 59, France",59,git
0201092,Ingénieur conception développement Logiciel C++ F/H - Alcatel Submarine Networks,Alcatel Submarine Networks,Ulis,"Ulis, 91, France",91,git
0210516,"Alternance - data scientist, concepteur-développeur bi F/H (H/F)",,Croissy-Beaubourg,"Croissy-Beaubourg, 77, France",77,git
0221230,Ingénieur.e Thermicien.ne Experimenté.e (H/F),,Paris,"Paris, 75, France",75,git
0221385,Expert·e Infrastructure Data (H/F),,Montpellier,"Montpellier, 34, France",34,git
0223478,Alternance Ingénieur développement full stack - Paris (F/H) (H/F),,Paris,"Paris, 75, France",75,git
0227024,QA Automation et Data Quality Engineer (H/F),,Paris,"Paris, 75, France",75,git
0243983,INGÉNIEUR DES DONNÉES (SIÈGE) - H/F,Inserm,Paris,"Paris, 75, France",75,git
0255040,Analyste Fraude F/H h/f,,Croix,"Croix, 59, France",59,git
0264083,LEADER TECHNIQUE Développeur JAVA F/H,,Versailles,"Versailles, 78, France",78,git
0295658,Développeur / Développeuse web (H/F),,Saint-Brice-Sous-Forêt,"Saint-Brice-Sous-Forêt, 95, France",95,git
0296712,Ingénieur HQE/BBC (H/F),,Paris,"Paris, 75, France",75,git
0300186,Développeur / Développeuse web (H/F),,Roissy-En-Brie,"Roissy-En-Brie, 77, France",77,git
0300439,Administrateur de base de données (H/F),,Nord,"Nord, 59, France",59,git
0300556,Data manager (H/F),,Paris,"Paris, 75, France",75,git
0300564,Développeur / Développeuse web (H/F),,Montgeron,"Montgeron, 91, France",91,git
0301119,Développeur / Développeuse web (H/F),,Noisy-Le-Roi,"Noisy-Le-Roi, 78, France",78,git
0301359,Architecte Data (H/F),,Saint-Denis,"Saint-Denis, 11, France",11,git
0301515,Développeur / Développeuse web (H/F),,Villeparisis,"Villeparisis, 77, France",77,git
0301530,Développeur / Développeuse web (H/F),,Vésinet,"Vésinet, 78, France",78,git
0301721,Développeur / Développeuse web (H/F),,Montigny-Le-Bretonneux,"Montigny-Le-Bretonneux, 78, France",78,git
0301792,Développeur / Développeuse web (H/F),,Frette-Sur-Seine,"Frette-Sur-Seine, 95, France",95,git
0301822,Développeur / Développeuse web (H/F),,Conflans-Sainte-Honorine,"Conflans-Sainte-Honorine, 78, France",78,git
0302149,Développeur / Développeuse web (H/F),,Valenton,"Valenton, 94, France",94,git
0303384,Développeur / Développeuse web (H/F),,Athis-Mons,"Athis-Mons, 91, France",91,git
0304920,Chef de projet technique (H/F),,Puteaux,"Puteaux, 92, France",92,git
0309131,Data Analyst H/F,,Blagnac,"Blagnac, 31, France",31,git
0319409,"Architecte Data F/H - Système, réseaux, données (H/F)",MICHAEL PAGE INTERNATIONAL FRANCE,Courbevoie,"Courbevoie, 92, France",92,git
0322631,Data Scientist (H/F),,Lyon,"Lyon, 69, France",69,git
0322651,Ingénieur DevOps (H/F),,Montpellier,"Montpellier, 34, France",34,git
0322723,Ingénieur(e) Système Linux F/H,,,,No,git
0330769,DÉVELOPPEUR FULL STACK JAVA CONFIRMÉ - H/F,CPAGE,Dijon,"Dijon, 21, France",21,git
0330800,INGÉNIEUR DATA CONFIRMÉ - H/F,ATOL CONSEILS ET DEVELOPPEMENTS,Dijon,"Dijon, 21, France",21,git
0330807,INGÉNIEUR DATA CONFIRMÉ - H/F,ATOL CONSEILS ET DEVELOPPEMENTS,Gevrey-Chambertin,"Gevrey-Chambertin, 21, France",21,git
0333250,Administrateur Plateforme Splunk - Nantes H/F,Sopra Steria,Saint-Herblain,"Saint-Herblain, 44, France",44,git
0378599,Data manager (H/F),,Rhône,"Rhône, 69, France",69,git
0378639,Développeur / Développeuse informatique (H/F),,Tours,"Tours, 37, France",37,git
0379291,Data manager (H/F),,Paris,"Paris, 75, France",75,git
0388281,INGENIEUR(E) DE RECHERCHE EN ANALYSE DE DONNÉES - H/F,CLS,Saint-Herblain,"Saint-Herblain, 44, France",44,git
0388293,INGENIEUR(E) DE RECHERCHE EN ANALYSE DE DONNÉES - H/F,CLS,Brest,"Brest, 29, France",29,git
0394647,Expert en Stratégie DATA - Directeur - Entité de spécialité DATA (H/F),,Nanterre,"Nanterre, 92, France",92,git
0397992,Alternance Développeur Transformation Digitale & Intégration CRM - Strasbourg (F/H) (H/F),,Strasbourg,"Strasbourg, 67, France",67,git
0401855,Développeur C/C++ (H/F),,Gard,"Gard, 30, France",30,git
0404128,Google Admin (f/m/d) (H/F),,Paris,"Paris, 75, France",75,git
0406638,Développeur/se PLM - 3DEXPERIENCE - IDF (H/F),,Nanterre,"Nanterre, 92, France",92,git
0406980,Data Engineer Confirmé(e) - PySpark - (Dataiku) - Services Financiers - Ile de France  (H/F),,Paris 1Er Arrondissement,"Paris 1Er Arrondissement, 75, France",75,git
0407258,Data Engineer DataIku - Services Financiers – Lille  (H/F),,Lezennes,"Lezennes, 59, France",59,git
0407320,GEOMATICIENNE /  GEOMATICIEN  (H/F),,Valserhône,"Valserhône, 01, France",01,git
0407343,Ingénieur(e) Intégrateur(trice) - Nutanix -  Aéroline - Île-de-France (H/F),,Nanterre,"Nanterre, 92, France",92,git
0407525,Big Data Engineer - Services Financiers - Ile de France  (H/F),,Paris 1Er Arrondissement,"Paris 1Er Arrondissement, 75, France",75,git
0407632,Tech Lead Full Stack - Services Publics - Strasbourg (H/F),,Strasbourg,"Strasbourg, 67, France",67,git
0408309,Développeur confirmé C# / ASP.Net F/H,,Nîmes,"Nîmes, 30, France",30,git
0408525,Développeur (se) .NET / SharePoint - Aéroline - Ile de France (H/F),,Nanterre,"Nanterre, 92, France",92,git
0408559,Senior Consultant / Manager FRC (H/F),,Nanterre,"Nanterre, 92, France",92,git
0408583,Data Engineer DataIku - Services Financiers – Ile-de-France (H/F),,Paris 1Er Arrondissement,"Paris 1Er Arrondissement, 75, France",75,git
0408652,Développeur/se JAVA VBA VBS - PLM DELMIA - Aéronautique - Aix-en-Provence (H/F),,Marseille 1Er Arrondissement,"Marseille 1Er Arrondissement, 13, France",13,git
0408662,Data Ingénieur- Services Financiers-Strasbourg (H/F),,Strasbourg,"Strasbourg, 67, France",67,git
0408677,Développeur(se) - Java & Cloud - Services Publics - Bordeaux (H/F),,Bordeaux,"Bordeaux, 33, France",33,git
0409769,Développeur/se JAVA VBA VBS - PLM DELMIA - Aéronautique - Aix-en-Provence (H/F),,Aix-En-Provence,"Aix-En-Provence, 13, France",13,git
0411022,Développeur / Développeuse informatique (H/F),,Paris,"Paris, 75, France",75,git
0411023,Développeur / Développeuse informatique (H/F),,Paris,"Paris, 75, France",75,git
0417017,Analyste financier - FP&A Analyst F/H,TLD EUROPE,Saint-Lin,"Saint-Lin, 79, France",79,git
0430036,Data Engineer/DataOps - Maintenance prédictive - Python/Spark (H/F),,Toulouse,"Toulouse, 31, France",31,git
0430801,Ingénieur Vérification (H/F),,Saint-Ismier,"Saint-Ismier, 38, France",38,git
0431236,Développeur / Développeuse Fullstack Java& JavaScript (React | Vue | Angular) (H/F),,Villeurbanne,"Villeurbanne, 69, France",69,git
0431253,Développeur / Développeuse Fullstack .Net & JavaScript (React | Vue | Angular) (H/F),,Villeurbanne,"Villeurbanne, 69, France",69,git
0431700,"Ingénieur Linux F/H - Système, réseaux, données (H/F)",OLLYS,Saint-Priest,"Saint-Priest, 69, France",69,git
0438974,Stage Développeur Web .Net F/H,,Paris,"Paris, 75, France",75,git
0439426,Data Architecte H/F,,Relecq-Kerhuon,"Relecq-Kerhuon, 29, France",29,git
0440460,Apprenti Développeur FullStack H/F,,Écully,"Écully, 69, France",69,git
0445656,Développeur JAVA (H/F),,Paris,"Paris, 75, France",75,git
0451471,Concepteur développeur F/H - Numih France - Toulouse,Numih France - Toulouse,Toulouse,"Toulouse, 31, France",31,git
0455738,Développeur / Développeuse web (H/F),,Strasbourg,"Strasbourg, 67, France",67,git
0456593,Développeur JAVA (H/F),,Orléans,"Orléans, 45, France",45,git
0460293,Tech Lead Data et IA Générative H/F,JEMS,Nantes,"Nantes, 44, France",44,git
0460511,Tech Lead Data Engineer H/F,JEMS,Levallois-Perret,"Levallois-Perret, 92, France",92,git
0460530,Data Engineer H/F,JEMS,Nantes,"Nantes, 44, France",44,git
0463826,Alternance – Développeur/se Full Stack - Services Financiers – Rouen (H/F),,Rouen,"Rouen, 76, France",76,git
0465881,ALTERNANCE - Chargé(e) de Programmation Artistique H/F,,Boulogne-Billancourt,"Boulogne-Billancourt, 92, France",92,git
0465897,Alternance – Développeur/se Full Stack - Services Financiers – Rouen (H/F),,Rouen,"Rouen, 76, France",76,git
0465904,Développeur(euse) Java – Défense & Sécurité - Tours (H/F),,Tours,"Tours, 37, France",37,git
0465983,Alternance - Développeur(se) Fullstack – Services Financiers – Tours (H/F),,Tours,"Tours, 37, France",37,git
0465987,Alternance - Développeur(se) Fullstack – Services Financiers – Niort (H/F),,Niort,"Niort, 79, France",79,git
0466004,Responsable Technique JAVA H/F,,Bordeaux,"Bordeaux, 33, France",33,git
0466019,Alternance - Développeur(se) Fullstack – Services Financiers – Orléans (H/F),,Orléans,"Orléans, 45, France",45,git
0466021,Alternance - Ingénieur(e) Java / Angular - Energie & Utilities - Nantes (H/F),,Nantes,"Nantes, 44, France",44,git
0466075,Alternance - Ingénieur(e) développement NodeJS/ReactJS - Aéroline - Aix-en-Provence (H/F),,Marseille 1Er Arrondissement,"Marseille 1Er Arrondissement, 13, France",13,git
0466078,Alternance - Développeur(se) C# .NET - Services Financiers - Strasbourg (H/F),,Strasbourg,"Strasbourg, 67, France",67,git
0466084,Alternance – Data Engineer – Services Financiers – Data factory -Nantes (H/F),,Nantes,"Nantes, 44, France",44,git
0466087,Alternance - Développeur/se .NET - Services Financiers - Lyon (H/F),,Lyon 1Er Arrondissement,"Lyon 1Er Arrondissement, 69, France",69,git
0466090,Alternance - Développeur(se) Fullstack - Défense & Sécurité - Tours (H/F),,Tours,"Tours, 37, France",37,git
0466122,Administrateur de Bases de Données (F/H),,Lezennes,"Lezennes, 59, France",59,git
0466146,CDI - Développeur Logiciel Bancaire  - SBS - Tours - Madrid/Valence (H/F),,Tours,"Tours, 37, France",37,git
0478012,Data Analyst Recouvrement F/H h/f,,Croix,"Croix, 59, France",59,git
0480026,Data Scientist  (H/F),,,,No,git
0481569,Data engineer (F/H) - Data Solutions Analytics h/f,,Balma,"Balma, 31, France",31,git
0481782,Data Engineer Cloud (H/F),PROSOL,Chaponnay,"Chaponnay, 69, France",69,git
0498621,Ingénieur Intégration Validation & Vérification (H/F),,Forges-Les-Bains,"Forges-Les-Bains, 91, France",91,git
0498729,Alternance Analyste Stratégie PPF - Massy (H/F),,Massy,"Massy, 91, France",91,git
0498814,Data Science & IA Engineer (H/F/NB),,Puteaux,"Puteaux, 92, France",92,git
0498820,Data Engineer - Expert Snowflake & DBT (H/F/NB),,Puteaux,"Puteaux, 92, France",92,git
0498904,Développeur Editique (H/F),,Versailles,"Versailles, 78, France",78,git
0498910,Ingénieur Data (AO - 024) (H/F),,Mérignac,"Mérignac, 33, France",33,git
0499006,Ingénieur intégration Réseau et Sécurité (H/F),,Paris,"Paris, 75, France",75,git
0499914,Platform Lead Snowflake (H/F),,Paris 1Er Arrondissement,"Paris 1Er Arrondissement, 75, France",75,git
0499969,Développeur Java (H/F),,Marseille,"Marseille, 13, France",13,git
0501063,Développeur(euse) JAVA Senior (client lourd) (H/F),,Aix-En-Provence,"Aix-En-Provence, 13, France",13,git
0502665,E.Leclerc - Assistant AdTech & AdOps Manager - H/F,,Ivry-Sur-Seine,"Ivry-Sur-Seine, 94, France",94,git
0502667,E.Leclerc - Assistant chargé d'études - H/F,,Ivry-Sur-Seine,"Ivry-Sur-Seine, 94, France",94,git
0502936,Alternant Data Engineer (F/H)  (H/F),,Évry-Courcouronnes,"Évry-Courcouronnes, 91, France",91,git
0502945,Alternant Data Analyst (F/H)  (H/F),,Évry-Courcouronnes,"Évry-Courcouronnes, 91, France",91,git
0505986,Alternance – Développeur/se Full Stack - Services Financiers – Rouen (H/F),,Rouen,"Rouen, 76, France",76,git
0505998,Développeur(euse) Java – Défense & Sécurité - Tours (H/F),,Tours,"Tours, 37, France",37,git
0506069,Alternance - Développeur(se) Fullstack – Services Financiers – Orléans (H/F),,Orléans,"Orléans, 45, France",45,git
0506070,Responsable Technique JAVA H/F,,Bordeaux,"Bordeaux, 33, France",33,git
0506128,Alternance - Développeur(se) Fullstack – Services Financiers – Tours (H/F),,Tours,"Tours, 37, France",37,git
0506129,Alternant(e) ingénieur(e) SI Scientifique – Administrateur(rice) Système Linux (F/H),,Lyon 1Er Arrondissement,"Lyon 1Er Arrondissement, 69, France",69,git
0506139,Alternance - Développeur(se) Fullstack – Services Financiers – Niort (H/F),,Niort,"Niort, 79, France",79,git
0506179,ALTERNANCE - Chargé(e) de Programmation Artistique H/F,,Boulogne-Billancourt,"Boulogne-Billancourt, 92, France",92,git
0506235,Alternance - Développeur(se) Fullstack - Défense & Sécurité - Tours (H/F),,Tours,"Tours, 37, France",37,git
0506259,Alternance - Développeur(se) C# .NET - Services Financiers - Strasbourg (H/F),,Strasbourg,"Strasbourg, 67, France",67,git
0506274,Alternance - Développeur/se .NET - Services Financiers - Lyon (H/F),,Lyon 1Er Arrondissement,"Lyon 1Er Arrondissement, 69, France",69,git
0506285,Alternance – Data Engineer – Services Financiers – Data factory -Nantes (H/F),,Nantes,"Nantes, 44, France",44,git
0506294,Administrateur de Bases de Données (F/H),,Lezennes,"Lezennes, 59, France",59,git
0506313,Alternance - Ingénieur(e) Java / Angular - Energie & Utilities - Nantes (H/F),,Nantes,"Nantes, 44, France",44,git
0506355,Alternance - Ingénieur(e) développement NodeJS/ReactJS - Aéroline - Aix-en-Provence (H/F),,Marseille 1Er Arrondissement,"Marseille 1Er Arrondissement, 13, France",13,git
0506378,ALTERNANCE - Asset Management & Datascience - F/H,,Paris,"Paris, 75, France",75,git
0506423,CDI - Développeur Logiciel Bancaire  - SBS - Tours - Madrid/Valence (H/F),,Tours,"Tours, 37, France",37,git
0506433,ALTERNANCE - Ingénieur R&D maintenance industrielle -F/H H/F,,Villeneuve-La-Garenne,"Villeneuve-La-Garenne, 92, France",92,git
0506670,Senior Lead developer (H/F/X),E.T.A.I.,Gentilly,"Gentilly, 94, France",94,git
0507345,Développeur Front Angular Java F/H - Informatique de gestion (H/F),Hays France,Bordeaux,"Bordeaux, 33, France",33,git
0507426,Développeur fullstack orienté back java spring boot F/H - Informatique de gestion (H/F),Hays France,Bordeaux,"Bordeaux, 33, France",33,git
0507632,"Cloud SecOps Engineer F/H - Système, réseaux, données (H/F)",Safran Aircraft Engines,Corbeil-Essonnes,"Corbeil-Essonnes, 91, France",91,git
0512156,Data Quality Manager - Finance (f/m/d) (H/F),,Paris,"Paris, 75, France",75,git
0514114,Ingénieur(e) Algorithmes Navigation - Capteurs - Île-de-France (H/F),,Houilles,"Houilles, 78, France",78,git
0532790,Développeur JAVA (H/F),,Tours,"Tours, 37, France",37,git
0543069,"Business analyst / Développeur BI - Lyon, France (H/F)",,Lyon 1Er Arrondissement,"Lyon 1Er Arrondissement, 69, France",69,git
0543866,Alternance – Développeur/se Full Stack - Services Financiers – Rouen (H/F),,Rouen,"Rouen, 76, France",76,git
0543905,Développeur Sénior (Java / React / Serverless AWS) - Aérospatial - Toulouse (H/F),,Toulouse,"Toulouse, 31, France",31,git
0543913,Développeur(euse) Java – Défense & Sécurité - Tours (H/F),,Tours,"Tours, 37, France",37,git
0543942,Alternance - Conceptrice ou Concepteur Développeur & IA F/H,,Nanterre,"Nanterre, 92, France",92,git
0544018,Alternance Ingénieur(e) Développement NodeJS - BL Région - Lyon (H/F),,Lyon 1Er Arrondissement,"Lyon 1Er Arrondissement, 69, France",69,git
0544036,Responsable Technique JAVA H/F,,Bordeaux,"Bordeaux, 33, France",33,git
0544047,Alternance - Développeur(se) Fullstack – Services Financiers – Orléans (H/F),,Orléans,"Orléans, 45, France",45,git
0544057,Alternance - Développeur(se) Fullstack – Services Financiers – Tours (H/F),,Tours,"Tours, 37, France",37,git
0544104,Alternance - Développeur(se) Fullstack – Services Financiers – Niort (H/F),,Niort,"Niort, 79, France",79,git
0544109,Alternant(e) ingénieur(e) SI Scientifique – Administrateur(rice) Système Linux (F/H),,Lyon 1Er Arrondissement,"Lyon 1Er Arrondissement, 69, France",69,git
0544163,ALTERNANCE - Chargé(e) de Programmation Artistique H/F,,Boulogne-Billancourt,"Boulogne-Billancourt, 92, France",92,git
0544222,Alternance - Développeur/se .NET - Services Financiers - Lyon (H/F),,Lyon 1Er Arrondissement,"Lyon 1Er Arrondissement, 69, France",69,git
0544229,Alternance – Data Engineer – Services Financiers – Data factory -Nantes (H/F),,Nantes,"Nantes, 44, France",44,git
0544240,Alternance - Développeur(se) C# .NET - Services Financiers - Strasbourg (H/F),,Strasbourg,"Strasbourg, 67, France",67,git
0544243,Alternance - Développeur(se) Fullstack - Défense & Sécurité - Tours (H/F),,Tours,"Tours, 37, France",37,git
0544285,Administrateur de Bases de Données (F/H),,Lezennes,"Lezennes, 59, France",59,git
0544322,Alternance - Ingénieur(e) Java / Angular - Energie & Utilities - Nantes (H/F),,Nantes,"Nantes, 44, France",44,git
0544338,Alternance - Ingénieur(e) développement NodeJS/ReactJS - Aéroline - Aix-en-Provence (H/F),,Marseille 1Er Arrondissement,"Marseille 1Er Arrondissement, 13, France",13,git
0544348,ALTERNANCE - Asset Management & Datascience - F/H,,Paris,"Paris, 75, France",75,git
0544409,CDI - Développeur Logiciel Bancaire  - SBS - Tours - Madrid/Valence (H/F),,Tours,"Tours, 37, France",37,git
0559692,Data Quality Manager - Finance (f/m/d) (H/F),,Lille,"Lille, 59, France",59,git
0569759,Data Analyst Contrôle de Gestion (F/H) en alternance (H/F),,Massy,"Massy, 91, France",91,git
0571731,Développeur Java Senior H/F,Hays France,Aix-En-Provence,"Aix-En-Provence, 13, France",13,git
0572478,Alternant Data Engineer F/H (H/F),Safran,Gonfreville-L'Orcher,"Gonfreville-L'Orcher, 76, France",76,git
0593894,Ingénieur Conception d'IP - digital design engineer (H/F),,Valbonne,"Valbonne, 06, France",06,git
0606685,Auditeur IT H/F,,Toulouse,"Toulouse, 31, France",31,git
0607536,Alternance – Développeur/se Full Stack - Services Financiers – Rouen (H/F),,Rouen,"Rouen, 76, France",76,git
0607547,Développeur(euse) Java – Défense & Sécurité - Tours (H/F),,Tours,"Tours, 37, France",37,git
0607569,Développeur Sénior (Java / React / Serverless AWS) - Aérospatial - Toulouse (H/F),,Toulouse,"Toulouse, 31, France",31,git
0607616,Alternance - Conceptrice ou Concepteur Développeur & IA F/H,,Nanterre,"Nanterre, 92, France",92,git
0607647,DATA Engineer senior - DCoE France (H/F),,Nanterre,"Nanterre, 92, France",92,git
